timestamp,hour_index,hour_of_day,household_id,demand_kw,solar_kw,net_kw,surplus_kw,deficit_kw,Voltage,Global_intensity,appliance_1_kw_est,appliance_2_kw_est,appliance_3_kw_est
2006-12-17 07:00:00,14,7,household_3_low_solar_high_load,2.561,0.396,-2.165,0.0,2.165,241.84566666666666,6.803333333333333,0.0,0.0,0.0
2006-12-17 08:00:00,15,8,household_3_low_solar_high_load,2.946,0.765,-2.181,0.0,2.181,241.3115,8.05,0.0,0.001,0.0
2006-12-17 09:00:00,16,9,household_3_low_solar_high_load,3.475,1.082,-2.393,0.0,2.393,238.8478333333333,10.973333333333333,0.0,0.007,0.0
2006-12-17 10:00:00,17,10,household_3_low_solar_high_load,5.04,1.325,-3.715,0.0,3.715,235.44099999999997,15.533333333333333,0.009,0.022,0.016
2006-12-17 11:00:00,18,11,household_3_low_solar_high_load,3.77,1.478,-2.292,0.0,2.292,236.92466666666667,10.493333333333334,0.009,0.005,0.017
2006-12-17 12:00:00,19,12,household_3_low_solar_high_load,2.315,1.53,-0.785,0.0,0.785,237.78466666666665,8.136666666666667,0.0,0.001,0.017
2006-12-17 13:00:00,20,13,household_3_low_solar_high_load,2.317,1.478,-0.839,0.0,0.839,239.92066666666668,6.923333333333333,0.0,0.0,0.018
2006-12-17 14:00:00,21,14,household_3_low_solar_high_load,3.045,1.325,-1.72,0.0,1.72,244.04566666666668,8.6,0.0,0.0,0.018
2006-12-17 15:00:00,22,15,household_3_low_solar_high_load,3.834,1.082,-2.752,0.0,2.752,240.48083333333335,12.426666666666668,0.007,0.0,0.018
2006-12-17 16:00:00,23,16,household_3_low_solar_high_load,4.673,0.765,-3.908,0.0,3.908,236.78183333333334,14.006666666666666,0.009,0.0,0.017
2006-12-17 17:00:00,24,17,household_3_low_solar_high_load,6.594,0.396,-6.198,0.0,6.198,234.22983333333335,14.51,0.0,0.0,0.017
2006-12-17 18:00:00,25,18,household_3_low_solar_high_load,7.296,0.0,-7.296,0.0,7.296,234.37233333333333,15.75,0.0,0.0,0.017
2006-12-17 19:00:00,26,19,household_3_low_solar_high_load,5.738,0.0,-5.738,0.0,5.738,233.19566666666665,12.516666666666667,0.0,0.001,0.017
2006-12-17 20:00:00,27,20,household_3_low_solar_high_load,7.129,0.0,-7.129,0.0,7.129,236.4265,14.276666666666667,0.0,0.001,0.017
2006-12-17 21:00:00,28,21,household_3_low_solar_high_load,6.57,0.0,-6.57,0.0,6.57,240.78409697,13.104727272666667,0.0,0.001,0.018
2006-12-17 22:00:00,29,22,household_3_low_solar_high_load,3.773,0.0,-3.773,0.0,3.773,243.84964232459015,6.984202682622951,0.0,0.0,0.004
2006-12-17 23:00:00,30,23,household_3_low_solar_high_load,0.552,0.0,-0.552,0.0,0.552,245.734,1.9966666666666666,0.0,0.001,0.0
2006-12-18 00:00:00,31,0,household_3_low_solar_high_load,0.37,0.0,-0.37,0.0,0.37,244.60750000000002,1.2233333333333334,0.0,0.0,0.0
2006-12-18 01:00:00,32,1,household_3_low_solar_high_load,0.451,0.0,-0.451,0.0,0.451,243.51933333333332,1.4166666666666667,0.0,0.001,0.0
2006-12-18 02:00:00,33,2,household_3_low_solar_high_load,0.399,0.0,-0.399,0.0,0.399,246.89100000000002,1.2566666666666666,0.0,0.0,0.0
2006-12-18 03:00:00,34,3,household_3_low_solar_high_load,0.38,0.0,-0.38,0.0,0.38,245.73183333333333,1.4,0.0,0.001,0.0
2006-12-18 04:00:00,35,4,household_3_low_solar_high_load,1.45,0.0,-1.45,0.0,1.45,245.507,4.176666666666667,0.0,0.0,0.013
2006-12-18 05:00:00,36,5,household_3_low_solar_high_load,0.383,0.0,-0.383,0.0,0.383,245.2531666666667,1.2933333333333332,0.0,0.0,0.0
2006-12-18 06:00:00,37,6,household_3_low_solar_high_load,0.846,0.0,-0.846,0.0,0.846,245.70433333333332,2.6,0.0,0.0,0.0
2006-12-18 07:00:00,38,7,household_3_low_solar_high_load,3.648,0.396,-3.252,0.0,3.252,240.96233333333333,10.22,0.0,0.0,0.011
2006-12-18 08:00:00,39,8,household_3_low_solar_high_load,3.295,0.765,-2.53,0.0,2.53,237.88033333333334,8.726666666666667,0.012,0.0,0.017
2006-12-18 09:00:00,40,9,household_3_low_solar_high_load,2.395,1.082,-1.313,0.0,1.313,237.40466666666669,6.816666666666666,0.005,0.0,0.017
2006-12-18 10:00:00,41,10,household_3_low_solar_high_load,1.539,1.325,-0.214,0.0,0.214,239.0805,5.426666666666667,0.0,0.0,0.018
2006-12-18 11:00:00,42,11,household_3_low_solar_high_load,1.906,1.478,-0.428,0.0,0.428,239.77100000000002,6.47,0.0,0.001,0.018
2006-12-18 12:00:00,43,12,household_3_low_solar_high_load,2.492,1.53,-0.962,0.0,0.962,242.57999999999998,7.246666666666667,0.0,0.0,0.018
2006-12-18 13:00:00,44,13,household_3_low_solar_high_load,2.23,1.478,-0.752,0.0,0.752,241.95416666666668,6.9399999999999995,0.0,0.001,0.017
2006-12-18 14:00:00,45,14,household_3_low_solar_high_load,2.526,1.325,-1.201,0.0,1.201,242.19650000000001,7.096666666666667,0.0,0.0,0.017
2006-12-18 15:00:00,46,15,household_3_low_solar_high_load,2.455,1.082,-1.373,0.0,1.373,242.4235,7.3100000000000005,0.0,0.001,0.018
2006-12-18 16:00:00,47,16,household_3_low_solar_high_load,2.494,0.765,-1.729,0.0,1.729,242.38066666666666,8.096666666666668,0.0,0.0,0.018
2006-12-18 17:00:00,48,17,household_3_low_solar_high_load,4.851,0.396,-4.455,0.0,4.455,238.72916666666666,8.993333333333334,0.0,0.0,0.017
2006-12-18 18:00:00,49,18,household_3_low_solar_high_load,4.743,0.0,-4.743,0.0,4.743,236.66850000000002,10.083333333333334,0.0,0.0,0.017
2006-12-18 19:00:00,50,19,household_3_low_solar_high_load,4.685,0.0,-4.685,0.0,4.685,235.32916666666668,11.19,0.0,0.009,0.0
2006-12-18 20:00:00,51,20,household_3_low_solar_high_load,7.305,0.0,-7.305,0.0,7.305,234.52433333333335,13.046666666666665,0.0,0.0,0.013
2006-12-18 21:00:00,52,21,household_3_low_solar_high_load,3.933,0.0,-3.933,0.0,3.933,237.59083333333334,9.24,0.0,0.0,0.004
2006-12-18 22:00:00,53,22,household_3_low_solar_high_load,3.801,0.0,-3.801,0.0,3.801,240.2115,7.25,0.0,0.009,0.0
2006-12-18 23:00:00,54,23,household_3_low_solar_high_load,2.226,0.0,-2.226,0.0,2.226,242.65933333333334,6.6,0.0,0.02,0.0
2006-12-19 00:00:00,55,0,household_3_low_solar_high_load,1.142,0.0,-1.142,0.0,1.142,242.07116666666667,3.5433333333333334,0.0,0.001,0.008
2006-12-19 01:00:00,56,1,household_3_low_solar_high_load,0.42,0.0,-0.42,0.0,0.42,241.80833333333334,1.57,0.0,0.0,0.001
2006-12-19 02:00:00,57,2,household_3_low_solar_high_load,0.473,0.0,-0.473,0.0,0.473,245.7795,1.4633333333333334,0.0,0.001,0.0
2006-12-19 03:00:00,58,3,household_3_low_solar_high_load,0.374,0.0,-0.374,0.0,0.374,244.46316666666664,1.3633333333333333,0.0,0.0,0.0
2006-12-19 04:00:00,59,4,household_3_low_solar_high_load,0.401,0.0,-0.401,0.0,0.401,244.1865,1.5,0.0,0.001,0.0
2006-12-19 05:00:00,60,5,household_3_low_solar_high_load,0.404,0.0,-0.404,0.0,0.404,243.07583333333332,1.38,0.0,0.0,0.0
2006-12-19 06:00:00,61,6,household_3_low_solar_high_load,1.134,0.0,-1.134,0.0,1.134,242.02966666666669,3.466666666666667,0.0,0.001,0.0
2006-12-19 07:00:00,62,7,household_3_low_solar_high_load,2.658,0.396,-2.262,0.0,2.262,239.42616666666666,7.543333333333334,0.0,0.0,0.007
2006-12-19 08:00:00,63,8,household_3_low_solar_high_load,5.977,0.765,-5.212,0.0,5.212,236.14633333333333,16.54,0.009,0.026,0.017
2006-12-19 09:00:00,64,9,household_3_low_solar_high_load,2.285,1.082,-1.203,0.0,1.203,239.57233333333335,6.963333333333334,0.005,0.014,0.003
2006-12-19 10:00:00,65,10,household_3_low_solar_high_load,0.583,1.325,0.742,0.742,0.0,242.30566666666667,1.9433333333333331,0.0,0.001,0.0
2006-12-19 11:00:00,66,11,household_3_low_solar_high_load,2.885,1.478,-1.407,0.0,1.407,240.325,9.863333333333333,0.0,0.034,0.0
2006-12-19 12:00:00,67,12,household_3_low_solar_high_load,0.569,1.53,0.961,0.961,0.0,242.9586666666667,1.9233333333333333,0.0,0.003,0.0
2006-12-19 13:00:00,68,13,household_3_low_solar_high_load,0.422,1.478,1.056,1.056,0.0,243.6025,1.2933333333333332,0.0,0.001,0.0
2006-12-19 14:00:00,69,14,household_3_low_solar_high_load,0.399,1.325,0.926,0.926,0.0,246.94583333333333,1.3333333333333333,0.0,0.001,0.0
2006-12-19 15:00:00,70,15,household_3_low_solar_high_load,0.588,1.082,0.494,0.494,0.0,241.74066666666667,1.8066666666666669,0.0,0.0,0.002
2006-12-19 16:00:00,71,16,household_3_low_solar_high_load,1.778,0.765,-1.013,0.0,1.013,242.71433333333334,5.613333333333333,0.0,0.001,0.018
