timestamp,hour_index,hour_of_day,household_id,demand_kw,solar_kw,net_kw,surplus_kw,deficit_kw,Voltage,Global_intensity,appliance_1_kw_est,appliance_2_kw_est,appliance_3_kw_est
2006-12-19 02:00:00,57,2,household_1_high_solar,0.339,0.0,-0.339,0.0,0.339,245.7795,1.4633333333333334,0.0,0.001,0.0
2006-12-19 03:00:00,58,3,household_1_high_solar,0.306,0.0,-0.306,0.0,0.306,244.46316666666664,1.3633333333333333,0.0,0.0,0.0
2006-12-19 04:00:00,59,4,household_1_high_solar,0.355,0.0,-0.355,0.0,0.355,244.1865,1.5,0.0,0.001,0.0
2006-12-19 05:00:00,60,5,household_1_high_solar,0.299,0.0,-0.299,0.0,0.299,243.07583333333332,1.38,0.0,0.0,0.0
2006-12-19 06:00:00,61,6,household_1_high_solar,0.69,0.0,-0.69,0.0,0.69,242.02966666666669,3.466666666666667,0.0,0.001,0.0
2006-12-19 07:00:00,62,7,household_1_high_solar,1.915,1.682,-0.233,0.0,0.233,239.42616666666666,7.543333333333334,0.0,0.0,0.007
2006-12-19 08:00:00,63,8,household_1_high_solar,4.688,3.25,-1.438,0.0,1.438,236.14633333333333,16.54,0.009,0.026,0.017
2006-12-19 09:00:00,64,9,household_1_high_solar,1.7,4.596,2.896,2.896,0.0,239.57233333333335,6.963333333333334,0.005,0.014,0.003
2006-12-19 10:00:00,65,10,household_1_high_solar,0.41,5.629,5.219,5.219,0.0,242.30566666666667,1.9433333333333331,0.0,0.001,0.0
2006-12-19 11:00:00,66,11,household_1_high_solar,2.128,6.279,4.151,4.151,0.0,240.325,9.863333333333333,0.0,0.034,0.0
2006-12-19 12:00:00,67,12,household_1_high_solar,0.399,6.5,6.101,6.101,0.0,242.9586666666667,1.9233333333333333,0.0,0.003,0.0
2006-12-19 13:00:00,68,13,household_1_high_solar,0.294,6.279,5.985,5.985,0.0,243.6025,1.2933333333333332,0.0,0.001,0.0
2006-12-19 14:00:00,69,14,household_1_high_solar,0.277,5.629,5.352,5.352,0.0,246.94583333333333,1.3333333333333333,0.0,0.001,0.0
2006-12-19 15:00:00,70,15,household_1_high_solar,0.466,4.596,4.13,4.13,0.0,241.74066666666667,1.8066666666666669,0.0,0.0,0.002
2006-12-19 16:00:00,71,16,household_1_high_solar,1.345,3.25,1.905,1.905,0.0,242.71433333333334,5.613333333333333,0.0,0.001,0.018
